Invoice ID,Customer type,Gender,City,Branch
364-33-8584,Member,Female,Mandalay,B
665-63-9737,Normal,Male,Mandalay,B
695-09-5146,Member,Female,Mandalay,B
155-45-3814,Member,Female,Naypyitaw,C
794-32-2436,Member,Male,Mandalay,B
131-15-8856,Member,Female,Naypyitaw,C
273-84-2164,Member,Male,Naypyitaw,C
706-36-6154,Member,Male,Yangon,A
778-89-7974,Normal,Male,Naypyitaw,C
574-31-8277,Member,Male,Mandalay,B
859-71-0933,Member,Female,Naypyitaw,C
740-11-5257,Normal,Male,Naypyitaw,C
369-82-2676,Normal,Male,Mandalay,B
563-47-4072,Normal,Female,Mandalay,B
742-04-5161,Member,Male,Yangon,A
149-15-7606,Member,Male,Mandalay,B
133-77-3154,Member,Male,Mandalay,B
169-52-4504,Normal,Female,Yangon,A
250-81-7186,Normal,Female,Naypyitaw,C
562-12-5430,Member,Female,Yangon,A
816-72-8853,Member,Female,Yangon,A
491-38-3499,Member,Male,Yangon,A
322-02-2271,Normal,Female,Mandalay,B
842-29-4695,Member,Male,Naypyitaw,C
725-67-2480,Member,Female,Mandalay,B
641-51-2661,Member,Female,Naypyitaw,C
714-02-3114,Normal,Female,Naypyitaw,C
518-17-2983,Normal,Female,Yangon,A
779-42-2410,Member,Male,Mandalay,B
190-14-3147,Normal,Female,Mandalay,B
408-66-6712,Member,Female,Naypyitaw,C
679-22-6530,Normal,Female,Mandalay,B
588-47-8641,Member,Male,Yangon,A
642-61-4706,Member,Male,Mandalay,B
576-31-4774,Normal,Female,Mandalay,B
556-41-6224,Normal,Male,Naypyitaw,C
811-03-8790,Normal,Female,Yangon,A
242-11-3142,Member,Male,Mandalay,B
752-23-3760,Member,Female,Mandalay,B
274-05-5470,Member,Female,Yangon,A
648-94-3045,Normal,Male,Naypyitaw,C
130-67-4723,Member,Male,Yangon,A
528-87-5606,Member,Female,Mandalay,B
320-85-2052,Normal,Female,Mandalay,B
370-96-0655,Normal,Female,Naypyitaw,C
105-10-6182,Member,Male,Yangon,A
510-79-0415,Member,Female,Mandalay,B
241-96-5076,Member,Female,Mandalay,B
767-97-4650,Member,Female,Mandalay,B
648-83-1321,Member,Male,Yangon,A
173-57-2300,Member,Male,Naypyitaw,C
305-03-2383,Normal,Female,Yangon,A
394-55-6384,Member,Female,Naypyitaw,C
266-20-6657,Member,Male,Naypyitaw,C
689-05-1884,Member,Male,Yangon,A
196-01-2849,Member,Female,Naypyitaw,C
372-62-5264,Normal,Female,Naypyitaw,C
800-09-8606,Member,Female,Yangon,A
182-52-7000,Member,Female,Yangon,A
826-58-8051,Normal,Male,Mandalay,B
868-06-0466,Member,Male,Yangon,A
751-41-9720,Normal,Male,Naypyitaw,C
626-43-7888,Normal,Female,Naypyitaw,C
176-64-7711,Normal,Male,Mandalay,B
191-29-0321,Member,Female,Mandalay,B
729-06-2010,Member,Male,Mandalay,B
640-48-5028,Member,Female,Mandalay,B
186-79-9562,Normal,Male,Mandalay,B
834-45-5519,Normal,Female,Mandalay,B
162-65-8559,Member,Male,Naypyitaw,C
760-27-5490,Normal,Male,Naypyitaw,C
445-30-9252,Normal,Male,Yangon,A
786-94-2700,Member,Male,Yangon,A
728-88-7867,Member,Female,Naypyitaw,C
183-21-3799,Normal,Female,Naypyitaw,C
268-20-3585,Normal,Female,Naypyitaw,C
735-32-9839,Member,Male,Naypyitaw,C
258-92-7466,Normal,Female,Yangon,A
857-16-3520,Member,Female,Yangon,A
482-17-1179,Member,Male,Yangon,A
788-21-5741,Normal,Male,Yangon,A
821-14-9046,Member,Female,Mandalay,B
418-05-0656,Normal,Female,Mandalay,B
678-79-0726,Member,Female,Naypyitaw,C
776-68-1096,Normal,Male,Mandalay,B
592-46-1692,Member,Female,Naypyitaw,C
434-35-9162,Member,Male,Mandalay,B
149-14-0304,Member,Female,Naypyitaw,C
442-44-6497,Member,Male,Naypyitaw,C
174-64-0215,Normal,Male,Mandalay,B
210-74-9613,Normal,Male,Naypyitaw,C
299-29-0180,Member,Female,Mandalay,B
247-11-2470,Member,Female,Yangon,A
635-28-5728,Normal,Male,Yangon,A
756-49-0168,Member,Male,Yangon,A
438-23-1242,Normal,Male,Mandalay,B
238-45-6950,Member,Male,Mandalay,B
607-65-2441,Member,Male,Naypyitaw,C
386-27-7606,Member,Female,Naypyitaw,C
137-63-5492,Normal,Male,Naypyitaw,C
197-77-7132,Member,Male,Mandalay,B
805-86-0265,Normal,Male,Yangon,A
733-29-1227,Normal,Male,Naypyitaw,C
451-73-2711,Normal,Male,Naypyitaw,C
373-14-0504,Member,Female,Yangon,A
546-80-2899,Member,Male,Yangon,A
345-68-9016,Member,Female,Naypyitaw,C
390-17-5806,Member,Female,Naypyitaw,C
457-13-1708,Member,Male,Mandalay,B
664-14-2882,Member,Female,Naypyitaw,C
487-79-6868,Member,Female,Mandalay,B
314-23-4520,Member,Male,Naypyitaw,C
210-30-7976,Member,Female,Mandalay,B
585-86-8361,Normal,Female,Yangon,A
807-14-7833,Member,Female,Yangon,A
775-72-1988,Normal,Male,Mandalay,B
288-38-3758,Member,Female,Naypyitaw,C
652-43-6591,Normal,Female,Yangon,A
785-96-0615,Member,Female,Mandalay,B
406-46-7107,Normal,Female,Yangon,A
250-17-5703,Member,Male,Yangon,A
156-95-3964,Normal,Female,Yangon,A
842-40-8179,Member,Female,Mandalay,B
525-09-8450,Normal,Male,Mandalay,B
410-67-1709,Member,Female,Yangon,A
587-73-4862,Member,Female,Yangon,A
787-87-2010,Member,Male,Yangon,A
593-14-4239,Normal,Female,Mandalay,B
801-88-0346,Normal,Female,Naypyitaw,C
388-76-2555,Normal,Male,Mandalay,B
711-31-1234,Normal,Female,Mandalay,B
886-54-6089,Normal,Female,Yangon,A
707-32-7409,Member,Female,Mandalay,B
759-98-4285,Member,Female,Naypyitaw,C
201-63-8275,Member,Female,Naypyitaw,C
471-06-8611,Normal,Female,Naypyitaw,C
200-16-5952,Member,Male,Naypyitaw,C
120-54-2248,Normal,Female,Mandalay,B
102-77-2261,Member,Male,Naypyitaw,C
875-31-8302,Normal,Male,Mandalay,B
102-06-2002,Member,Male,Naypyitaw,C
457-94-0464,Member,Male,Mandalay,B
629-42-4133,Normal,Male,Naypyitaw,C
534-53-3526,Normal,Female,Yangon,A
307-04-2070,Member,Female,Yangon,A
468-99-7231,Normal,Female,Naypyitaw,C
516-77-6464,Member,Female,Naypyitaw,C
404-91-5964,Normal,Male,Yangon,A
886-77-9084,Normal,Male,Naypyitaw,C
790-38-4466,Normal,Female,Naypyitaw,C
704-10-4056,Member,Male,Naypyitaw,C
497-37-6538,Normal,Male,Yangon,A
651-96-5970,Normal,Male,Yangon,A
400-80-4065,Member,Male,Naypyitaw,C
744-16-7898,Normal,Female,Mandalay,B
263-12-5321,Member,Male,Yangon,A
702-72-0487,Normal,Female,Yangon,A
605-83-1050,Normal,Male,Mandalay,B
443-60-9639,Member,Female,Naypyitaw,C
864-24-7918,Member,Female,Yangon,A
359-94-5395,Normal,Male,Mandalay,B
401-09-4232,Member,Male,Naypyitaw,C
751-15-6198,Normal,Male,Mandalay,B
324-41-6833,Member,Female,Naypyitaw,C
474-33-8305,Member,Male,Naypyitaw,C
759-29-9521,Member,Female,Yangon,A
831-81-6575,Member,Female,Mandalay,B
220-68-6701,Normal,Female,Yangon,A
618-34-8551,Normal,Female,Yangon,A
257-60-7754,Normal,Female,Yangon,A
559-61-5987,Normal,Female,Mandalay,B
189-55-2313,Normal,Female,Naypyitaw,C
565-91-4567,Normal,Male,Mandalay,B
380-60-5336,Normal,Female,Yangon,A
815-04-6282,Member,Female,Naypyitaw,C
674-56-6360,Normal,Male,Yangon,A
778-34-2523,Member,Female,Yangon,A
499-27-7781,Normal,Female,Mandalay,B
477-59-2456,Normal,Female,Naypyitaw,C
832-51-6761,Normal,Male,Yangon,A
869-11-3082,Member,Male,Mandalay,B
190-59-3964,Member,Male,Mandalay,B
366-43-6862,Normal,Male,Mandalay,B
186-43-8965,Member,Female,Yangon,A
784-21-9238,Member,Male,Naypyitaw,C
276-75-6884,Normal,Female,Yangon,A
109-86-4363,Member,Female,Mandalay,B
569-76-2760,Member,Female,Yangon,A
222-42-0244,Member,Female,Mandalay,B
760-53-9233,Member,Male,Yangon,A
538-22-0304,Normal,Male,Naypyitaw,C
416-17-9926,Member,Female,Yangon,A
237-44-6163,Normal,Male,Yangon,A
636-17-0325,Normal,Male,Mandalay,B
343-75-9322,Member,Female,Mandalay,B
528-14-9470,Member,Male,Yangon,A
427-45-9297,Member,Female,Mandalay,B
807-34-3742,Normal,Male,Yangon,A
288-62-1085,Member,Male,Yangon,A
670-71-7306,Normal,Male,Mandalay,B
660-29-7083,Normal,Male,Naypyitaw,C
271-77-8740,Member,Female,Naypyitaw,C
497-36-0989,Normal,Male,Yangon,A
291-59-1384,Normal,Male,Mandalay,B
860-73-6466,Member,Female,Yangon,A
549-23-9016,Member,Female,Naypyitaw,C
896-34-0956,Normal,Male,Yangon,A
804-38-3935,Member,Male,Yangon,A
585-90-0249,Member,Male,Yangon,A
862-29-5914,Normal,Female,Naypyitaw,C
845-94-6841,Member,Female,Naypyitaw,C
125-45-2293,Normal,Female,Yangon,A
843-73-4724,Normal,Male,Yangon,A
409-33-9708,Normal,Female,Yangon,A
658-66-3967,Normal,Male,Naypyitaw,C
866-70-2814,Normal,Female,Mandalay,B
160-22-2687,Member,Female,Yangon,A
895-03-6665,Normal,Female,Mandalay,B
770-42-8960,Normal,Male,Mandalay,B
748-45-2862,Member,Female,Yangon,A
234-36-2483,Normal,Male,Mandalay,B
316-66-3011,Member,Female,Yangon,A
848-95-6252,Member,Female,Naypyitaw,C
840-76-5966,Member,Male,Yangon,A
152-03-4217,Normal,Female,Mandalay,B
533-66-5566,Normal,Female,Mandalay,B
124-31-1458,Member,Female,Yangon,A
176-78-1170,Member,Male,Naypyitaw,C
361-59-0574,Member,Male,Mandalay,B
101-81-4070,Member,Female,Naypyitaw,C
631-34-1880,Member,Male,Naypyitaw,C
852-82-2749,Normal,Male,Yangon,A
873-14-6353,Member,Male,Yangon,A
584-66-4073,Normal,Male,Naypyitaw,C
544-55-9589,Member,Female,Mandalay,B
166-19-2553,Member,Male,Yangon,A
737-88-5876,Member,Male,Yangon,A
154-87-7367,Normal,Male,Naypyitaw,C
885-56-0389,Member,Male,Naypyitaw,C
608-05-3804,Member,Male,Mandalay,B
448-61-3783,Normal,Female,Yangon,A
761-49-0439,Member,Female,Mandalay,B
490-95-0021,Member,Female,Mandalay,B
115-38-7388,Member,Female,Naypyitaw,C
311-13-6971,Member,Male,Mandalay,B
291-55-6563,Member,Female,Yangon,A
548-48-3156,Member,Female,Yangon,A
460-93-5834,Normal,Male,Yangon,A
325-89-4209,Member,Male,Yangon,A
884-80-6021,Member,Female,Yangon,A
137-74-8729,Normal,Female,Naypyitaw,C
880-46-5796,Member,Male,Yangon,A
389-70-2397,Normal,Female,Naypyitaw,C
114-35-5271,Normal,Female,Mandalay,B
607-76-6216,Member,Female,Naypyitaw,C
715-20-1673,Normal,Male,Mandalay,B
811-35-1094,Member,Male,Mandalay,B
699-88-1972,Normal,Male,Mandalay,B
781-84-8059,Normal,Male,Naypyitaw,C
409-49-6995,Member,Female,Naypyitaw,C
725-54-0677,Member,Male,Naypyitaw,C
146-09-5432,Member,Male,Yangon,A
377-79-7592,Member,Female,Naypyitaw,C
509-10-0516,Normal,Male,Mandalay,B
595-94-9924,Member,Female,Yangon,A
865-41-9075,Normal,Male,Yangon,A
545-07-8534,Normal,Female,Naypyitaw,C
118-62-1812,Member,Female,Naypyitaw,C
450-42-3339,Normal,Male,Naypyitaw,C
851-98-3555,Normal,Female,Mandalay,B
186-71-5196,Member,Female,Yangon,A
624-01-8356,Normal,Female,Mandalay,B
313-66-9943,Member,Female,Mandalay,B
151-27-8496,Normal,Female,Naypyitaw,C
453-33-6436,Normal,Female,Yangon,A
522-57-8364,Member,Male,Yangon,A
459-45-2396,Member,Female,Yangon,A
717-96-4189,Normal,Female,Naypyitaw,C
722-13-2115,Member,Male,Naypyitaw,C
749-81-8133,Normal,Female,Yangon,A
777-67-2495,Normal,Male,Mandalay,B
636-98-3364,Member,Female,Mandalay,B
246-55-6923,Member,Female,Naypyitaw,C
181-82-6255,Normal,Female,Mandalay,B
838-02-1821,Member,Female,Naypyitaw,C
887-42-0517,Normal,Female,Naypyitaw,C
457-12-0244,Member,Female,Naypyitaw,C
226-34-0034,Normal,Female,Mandalay,B
321-49-7382,Member,Male,Mandalay,B
397-25-8725,Member,Female,Yangon,A
431-66-2305,Normal,Female,Mandalay,B
825-94-5922,Normal,Male,Mandalay,B
641-62-7288,Normal,Male,Mandalay,B
756-93-1854,Member,Female,Naypyitaw,C
243-55-8457,Normal,Female,Yangon,A
458-10-8612,Normal,Male,Naypyitaw,C
501-61-1753,Normal,Female,Mandalay,B
235-06-8510,Member,Male,Naypyitaw,C
433-08-7822,Normal,Female,Naypyitaw,C
361-85-2571,Normal,Female,Yangon,A
131-70-8179,Member,Female,Yangon,A
500-02-2261,Normal,Female,Naypyitaw,C
720-72-2436,Normal,Male,Yangon,A
702-83-5291,Member,Male,Naypyitaw,C
809-69-9497,Normal,Female,Yangon,A
449-16-6770,Normal,Male,Yangon,A
333-23-2632,Member,Male,Yangon,A
489-82-1237,Normal,Female,Yangon,A
859-97-6048,Member,Male,Naypyitaw,C
676-10-2200,Member,Male,Mandalay,B
373-88-1424,Member,Male,Naypyitaw,C
365-16-4334,Normal,Female,Mandalay,B
503-21-4385,Member,Male,Mandalay,B
305-89-2768,Member,Female,Mandalay,B
574-80-1489,Member,Female,Mandalay,B
784-08-0310,Member,Female,Naypyitaw,C
200-40-6154,Member,Male,Mandalay,B
846-10-0341,Normal,Female,Yangon,A
577-34-7579,Member,Male,Naypyitaw,C
430-02-3888,Normal,Male,Mandalay,B
867-47-1948,Normal,Female,Naypyitaw,C
384-59-6655,Member,Female,Yangon,A
256-58-3609,Member,Male,Naypyitaw,C
324-92-3863,Member,Male,Yangon,A
593-08-5916,Normal,Female,Yangon,A
364-34-2972,Member,Male,Naypyitaw,C
794-42-3736,Normal,Male,Mandalay,B
172-42-8274,Normal,Female,Mandalay,B
558-60-5016,Normal,Female,Yangon,A
195-06-0432,Member,Male,Yangon,A
605-03-2706,Normal,Female,Yangon,A
214-30-2776,Member,Female,Mandalay,B
746-04-1077,Member,Female,Mandalay,B
448-34-8700,Member,Male,Mandalay,B
452-04-8808,Normal,Male,Mandalay,B
531-56-4728,Normal,Male,Yangon,A
744-82-9138,Normal,Male,Naypyitaw,C
883-69-1285,Member,Male,Mandalay,B
221-25-5073,Normal,Female,Yangon,A
518-71-6847,Member,Male,Mandalay,B
156-20-0370,Normal,Female,Mandalay,B
151-33-7434,Normal,Female,Mandalay,B
728-47-9078,Member,Male,Naypyitaw,C
809-46-1866,Normal,Male,Yangon,A
139-32-4183,Member,Female,Yangon,A
148-41-7930,Normal,Male,Naypyitaw,C
189-40-5216,Normal,Male,Naypyitaw,C
374-38-5555,Normal,Female,Mandalay,B
764-44-8999,Normal,Female,Mandalay,B
552-44-5977,Member,Male,Mandalay,B
267-62-7380,Member,Male,Naypyitaw,C
430-53-4718,Member,Male,Mandalay,B
886-18-2897,Normal,Female,Yangon,A
602-16-6955,Normal,Female,Mandalay,B
745-74-0715,Normal,Male,Yangon,A
690-01-6631,Normal,Male,Mandalay,B
652-49-6720,Member,Female,Naypyitaw,C
233-67-5758,Normal,Male,Naypyitaw,C
303-96-2227,Normal,Female,Mandalay,B
727-02-1313,Member,Male,Yangon,A
347-56-2442,Normal,Male,Yangon,A
849-09-3807,Member,Female,Yangon,A
