Invoice ID,Date,Quantity,Payment,Total
399-69-4630,07-03-2019,6,Credit card,139.923
134-75-2619,25-03-2019,7,Cash,142.002
356-44-8813,20-01-2019,3,Credit card,118.062
198-66-9832,04-02-2019,2,Cash,151.284
283-26-5248,30-01-2019,10,Ewallet,1034.46
712-39-0363,02-01-2019,6,Ewallet,262.458
218-59-9410,29-03-2019,3,Ewallet,228.123
174-75-0888,14-03-2019,9,Cash,203.931
866-99-7614,11-02-2019,10,Credit card,936.6
134-54-4720,30-01-2019,8,Ewallet,356.328
760-90-2357,20-03-2019,6,Ewallet,469.413
514-37-2845,20-03-2019,2,Cash,208.425
698-98-5964,17-01-2019,10,Credit card,852.705
718-57-9773,03-02-2019,10,Credit card,517.965
651-88-7328,01-01-2019,9,Cash,621.243
241-11-2261,10-01-2019,7,Credit card,586.971
408-26-9866,02-03-2019,7,Ewallet,543.753
834-83-1826,25-02-2019,5,Credit card,430.71
343-61-3544,29-01-2019,10,Cash,280.035
239-48-4278,10-03-2019,7,Ewallet,74.4555
355-34-6244,13-01-2019,2,Credit card,152.019
550-84-8664,22-03-2019,5,Credit card,451.0275
339-96-8318,01-03-2019,7,Ewallet,597.6285
458-61-0011,20-02-2019,4,Cash,253.26
592-34-6155,14-01-2019,4,Ewallet,133.434
797-88-0493,26-03-2019,4,Cash,269.934
207-73-1363,01-03-2019,2,Ewallet,145.971
390-31-6381,07-01-2019,3,Cash,85.743
443-82-0585,01-02-2019,4,Cash,326.256
339-18-7061,13-02-2019,2,Credit card,195.258
359-90-3665,14-01-2019,4,Credit card,75.936
375-72-3056,19-01-2019,3,Ewallet,198.639
127-47-6963,09-03-2019,4,Credit card,217.182
278-86-2735,27-03-2019,3,Cash,164.871
695-28-6250,04-02-2019,5,Ewallet,226.065
379-17-6588,14-03-2019,10,Cash,625.905
227-50-3718,04-03-2019,5,Cash,76.755
302-15-2162,03-03-2019,6,Credit card,293.139
788-07-8452,27-01-2019,7,Ewallet,178.164
560-49-6611,07-02-2019,1,Cash,47.859
880-35-0356,05-02-2019,3,Ewallet,236.88
585-11-6748,15-03-2019,3,Cash,304.92
470-31-3286,01-03-2019,3,Credit card,46.683
152-68-2907,15-02-2019,3,Credit card,164.43
123-35-4896,17-02-2019,9,Ewallet,440.937
258-69-7810,26-01-2019,5,Cash,193.4625
334-64-2006,24-03-2019,2,Ewallet,147.672
219-61-4139,23-01-2019,1,Ewallet,87.234
881-41-7302,26-01-2019,1,Credit card,68.2395
373-09-4567,14-03-2019,10,Ewallet,814.38
642-30-6693,17-03-2019,6,Ewallet,343.413
484-22-8230,08-01-2019,7,Cash,381.3915
830-58-2383,08-02-2019,4,Cash,133.35
559-98-9873,10-02-2019,7,Ewallet,394.3275
544-32-5024,28-03-2019,4,Credit card,209.118
318-12-0304,23-01-2019,1,Ewallet,32.1405
349-97-8902,17-01-2019,2,Ewallet,121.569
421-95-9805,07-02-2019,1,Credit card,30.408
277-35-5865,09-03-2019,9,Cash,935.2665
789-23-8625,24-01-2019,3,Cash,293.643
284-54-4231,19-01-2019,1,Credit card,84.9765
443-59-0061,03-02-2019,10,Ewallet,708.225
509-29-3912,20-03-2019,9,Ewallet,365.904
327-40-9673,13-01-2019,6,Cash,457.38
840-19-2096,14-03-2019,5,Ewallet,461.5275
828-46-6863,23-01-2019,6,Credit card,620.739
641-96-3695,07-02-2019,6,Ewallet,273.798
420-97-3340,28-03-2019,3,Credit card,225.792
436-54-4512,20-03-2019,1,Cash,96.1905
670-79-6321,17-01-2019,7,Credit card,695.2365
852-62-7105,12-01-2019,10,Credit card,874.125
598-06-7312,16-02-2019,1,Cash,95.9175
135-13-8269,26-01-2019,2,Cash,165.648
816-57-2053,09-03-2019,2,Ewallet,127.827
628-90-8624,14-03-2019,10,Cash,867.09
856-66-2701,25-01-2019,3,Ewallet,167.895
308-39-1707,26-01-2019,1,Credit card,12.6945
149-61-1929,19-01-2019,10,Credit card,673.995
655-07-2265,05-03-2019,3,Ewallet,246.6765
589-02-8023,15-01-2019,2,Credit card,175.917
420-04-7590,18-03-2019,3,Ewallet,314.055
182-88-2763,20-03-2019,3,Credit card,251.7165
188-55-0967,15-01-2019,10,Credit card,697.935
610-46-4100,03-03-2019,7,Credit card,212.7825
318-81-2368,19-03-2019,1,Cash,48.51
364-33-8584,08-03-2019,5,Cash,92.5575
665-63-9737,27-02-2019,3,Ewallet,165.123
695-09-5146,23-02-2019,3,Ewallet,311.1885
155-45-3814,19-03-2019,8,Ewallet,743.82
794-32-2436,27-03-2019,2,Ewallet,116.907
131-15-8856,30-03-2019,8,Credit card,609.168
273-84-2164,16-02-2019,5,Ewallet,63.2625
706-36-6154,18-01-2019,9,Ewallet,182.952
778-89-7974,30-03-2019,6,Cash,442.323
574-31-8277,20-03-2019,1,Cash,35.3115
859-71-0933,16-01-2019,2,Cash,32.529
740-11-5257,24-02-2019,10,Cash,259.77
369-82-2676,15-01-2019,5,Ewallet,397.215
563-47-4072,22-01-2019,6,Cash,351.603
742-04-5161,03-02-2019,10,Cash,764.19
149-15-7606,06-03-2019,9,Ewallet,352.674
133-77-3154,16-02-2019,4,Credit card,252.756
169-52-4504,14-03-2019,3,Credit card,49.4235
250-81-7186,27-02-2019,1,Credit card,104.6745
562-12-5430,18-01-2019,3,Ewallet,277.6725
816-72-8853,29-01-2019,5,Cash,146.6325
491-38-3499,26-02-2019,1,Credit card,58.2225
322-02-2271,03-02-2019,3,Cash,135.3555
842-29-4695,16-01-2019,7,Credit card,125.979
725-67-2480,24-03-2019,6,Credit card,370.125
641-51-2661,12-02-2019,10,Credit card,914.55
714-02-3114,21-02-2019,2,Cash,207.48
518-17-2983,04-02-2019,4,Ewallet,204.246
779-42-2410,20-02-2019,3,Ewallet,181.881
190-14-3147,23-02-2019,4,Ewallet,75.474
408-66-6712,16-02-2019,6,Ewallet,300.573
679-22-6530,17-01-2019,2,Credit card,85.302
588-47-8641,14-01-2019,10,Ewallet,588.42
642-61-4706,30-03-2019,2,Cash,196.14
576-31-4774,02-03-2019,3,Ewallet,231.2415
556-41-6224,15-02-2019,8,Credit card,282.576
811-03-8790,01-03-2019,10,Credit card,477.54
242-11-3142,24-02-2019,2,Cash,175.917
752-23-3760,19-02-2019,7,Credit card,470.988
274-05-5470,23-02-2019,4,Cash,308.574
648-94-3045,07-02-2019,10,Ewallet,618.975
130-67-4723,11-01-2019,6,Ewallet,305.55
528-87-5606,12-02-2019,1,Cash,41.454
320-85-2052,14-01-2019,1,Credit card,36.5505
370-96-0655,09-01-2019,6,Ewallet,310.716
105-10-6182,27-02-2019,2,Ewallet,45.108
510-79-0415,24-01-2019,6,Ewallet,145.404
241-96-5076,08-01-2019,2,Credit card,103.11
767-97-4650,08-01-2019,2,Credit card,136.143
648-83-1321,16-01-2019,10,Cash,667.38
173-57-2300,13-03-2019,2,Cash,153.048
305-03-2383,15-02-2019,3,Cash,211.365
394-55-6384,25-01-2019,9,Cash,663.2955
266-20-6657,12-03-2019,7,Ewallet,404.544
689-05-1884,04-03-2019,10,Cash,510.615
196-01-2849,10-02-2019,7,Cash,539.343
372-62-5264,16-01-2019,9,Cash,497.07
800-09-8606,29-01-2019,5,Cash,458.6925
182-52-7000,01-01-2019,4,Ewallet,113.568
826-58-8051,06-01-2019,4,Ewallet,261.198
868-06-0466,19-02-2019,9,Credit card,657.531
751-41-9720,12-01-2019,10,Ewallet,1023.75
626-43-7888,07-02-2019,8,Ewallet,507.444
176-64-7711,27-03-2019,3,Credit card,101.808
191-29-0321,27-02-2019,10,Credit card,207.585
729-06-2010,06-01-2019,9,Cash,760.4415
640-48-5028,02-03-2019,9,Cash,835.2855
186-79-9562,29-03-2019,7,Cash,527.5095
834-45-5519,31-01-2019,4,Ewallet,180.6
162-65-8559,21-01-2019,1,Cash,72.429
760-27-5490,20-01-2019,8,Ewallet,131.208
445-30-9252,17-01-2019,3,Ewallet,80.955
786-94-2700,28-02-2019,6,Cash,507.906
728-88-7867,19-03-2019,4,Ewallet,317.226
183-21-3799,19-02-2019,9,Ewallet,733.6035
268-20-3585,04-02-2019,9,Ewallet,130.8825
735-32-9839,31-01-2019,8,Ewallet,829.08
258-92-7466,06-02-2019,5,Credit card,187.32
857-16-3520,28-03-2019,7,Ewallet,525.231
482-17-1179,19-01-2019,3,Credit card,37.611
788-21-5741,17-02-2019,3,Credit card,142.947
821-14-9046,18-01-2019,6,Credit card,110.124
418-05-0656,02-02-2019,7,Cash,187.866
678-79-0726,18-01-2019,9,Cash,856.4535
776-68-1096,18-03-2019,3,Credit card,138.978
592-46-1692,11-01-2019,7,Cash,270.2595
434-35-9162,04-02-2019,4,Ewallet,98.028
149-14-0304,06-02-2019,8,Cash,239.4
442-44-6497,08-01-2019,3,Credit card,175.0455
174-64-0215,05-03-2019,10,Credit card,732.27
210-74-9613,16-03-2019,4,Ewallet,408.492
299-29-0180,09-03-2019,7,Cash,383.523
247-11-2470,01-03-2019,4,Credit card,93.744
635-28-5728,28-02-2019,3,Ewallet,176.4
756-49-0168,08-02-2019,1,Ewallet,20.685
438-23-1242,24-01-2019,7,Ewallet,557.718
238-45-6950,01-03-2019,1,Ewallet,56.406
607-65-2441,10-03-2019,10,Credit card,860.475
386-27-7606,23-03-2019,7,Credit card,596.82
137-63-5492,29-01-2019,10,Ewallet,616.98
197-77-7132,12-01-2019,8,Ewallet,769.104
805-86-0265,20-03-2019,9,Cash,887.922
733-29-1227,23-03-2019,7,Cash,408.7335
451-73-2711,14-01-2019,1,Ewallet,89.0715
373-14-0504,12-02-2019,2,Ewallet,150.423
546-80-2899,20-02-2019,2,Ewallet,79.149
345-68-9016,02-01-2019,8,Credit card,266.028
390-17-5806,02-02-2019,1,Cash,40.341
457-13-1708,08-01-2019,10,Credit card,684.915
664-14-2882,30-01-2019,5,Credit card,55.2825
487-79-6868,26-03-2019,9,Credit card,116.1405
314-23-4520,15-01-2019,7,Cash,597.0405
210-30-7976,14-03-2019,4,Ewallet,93.744
585-86-8361,03-02-2019,5,Credit card,143.22
807-14-7833,22-02-2019,10,Ewallet,182.91
775-72-1988,24-01-2019,5,Ewallet,384.72
288-38-3758,25-01-2019,3,Ewallet,267.3405
652-43-6591,09-03-2019,8,Credit card,817.236
785-96-0615,17-02-2019,8,Ewallet,300.216
406-46-7107,11-01-2019,6,Cash,608.076
250-17-5703,27-02-2019,10,Ewallet,197.925
156-95-3964,25-03-2019,4,Ewallet,232.638
842-40-8179,11-02-2019,10,Credit card,810.6
525-09-8450,31-01-2019,10,Credit card,757.365
410-67-1709,20-01-2019,8,Ewallet,536.592
587-73-4862,26-03-2019,5,Ewallet,56.1225
787-87-2010,20-01-2019,4,Credit card,233.1
593-14-4239,05-03-2019,8,Ewallet,801.864
801-88-0346,05-01-2019,3,Credit card,239.589
388-76-2555,13-02-2019,6,Cash,86.247
711-31-1234,16-03-2019,4,Cash,401.688
886-54-6089,15-01-2019,6,Cash,72.009
707-32-7409,26-02-2019,4,Ewallet,401.268
759-98-4285,27-02-2019,7,Credit card,631.1445
201-63-8275,17-02-2019,7,Ewallet,499.7265
471-06-8611,06-02-2019,1,Credit card,55.041
200-16-5952,17-01-2019,2,Cash,137.865
120-54-2248,22-01-2019,5,Credit card,151.515
102-77-2261,05-03-2019,7,Credit card,480.0285
875-31-8302,03-01-2019,1,Cash,98.049
102-06-2002,20-03-2019,5,Cash,132.5625
457-94-0464,31-01-2019,9,Ewallet,830.3715
629-42-4133,19-02-2019,8,Cash,183.12
534-53-3526,11-02-2019,4,Ewallet,397.992
307-04-2070,05-02-2019,1,Credit card,32.151
468-99-7231,03-03-2019,8,Cash,369.684
516-77-6464,24-02-2019,5,Ewallet,53.34
404-91-5964,04-02-2019,7,Credit card,548.163
886-77-9084,19-02-2019,8,Ewallet,603.876
790-38-4466,23-01-2019,5,Credit card,57.6975
704-10-4056,14-01-2019,3,Credit card,190.4805
497-37-6538,17-01-2019,7,Ewallet,432.9885
651-96-5970,03-03-2019,1,Credit card,48.7305
400-80-4065,15-02-2019,4,Credit card,287.91
744-16-7898,15-01-2019,10,Credit card,1022.385
263-12-5321,27-02-2019,7,Credit card,680.61
702-72-0487,26-02-2019,2,Credit card,97.881
605-83-1050,15-03-2019,2,Ewallet,57.078
443-60-9639,24-01-2019,1,Cash,63.9135
864-24-7918,22-02-2019,10,Cash,257.145
359-94-5395,15-03-2019,1,Credit card,97.419
401-09-4232,11-02-2019,5,Ewallet,455.1225
751-15-6198,12-01-2019,6,Ewallet,144.963
324-41-6833,03-03-2019,8,Ewallet,253.68
474-33-8305,23-03-2019,7,Ewallet,495.3165
759-29-9521,04-03-2019,9,Cash,462.672
831-81-6575,23-02-2019,9,Cash,714.3255
220-68-6701,17-03-2019,4,Cash,325.374
618-34-8551,16-01-2019,2,Credit card,195.678
257-60-7754,08-01-2019,4,Cash,210.966
559-61-5987,14-01-2019,1,Cash,18.6375
189-55-2313,31-01-2019,10,Ewallet,652.89
565-91-4567,15-03-2019,8,Ewallet,90.3
380-60-5336,24-02-2019,10,Credit card,422.73
815-04-6282,08-02-2019,5,Credit card,341.0925
674-56-6360,22-03-2019,1,Cash,99.9075
778-34-2523,24-01-2019,8,Cash,408.408
499-27-7781,14-03-2019,8,Ewallet,446.964
477-59-2456,23-01-2019,7,Cash,333.984
832-51-6761,19-01-2019,8,Ewallet,284.592
869-11-3082,27-01-2019,4,Credit card,403.872
190-59-3964,03-02-2019,5,Credit card,247.59
366-43-6862,25-03-2019,4,Ewallet,222.138
186-43-8965,24-02-2019,2,Credit card,100.128
784-21-9238,07-02-2019,1,Cash,10.6785
276-75-6884,04-03-2019,3,Cash,216.4365
109-86-4363,14-02-2019,7,Credit card,441.588
569-76-2760,29-01-2019,4,Credit card,92.442
222-42-0244,28-01-2019,9,Credit card,681.4395
760-53-9233,26-03-2019,3,Credit card,130.032
538-22-0304,24-03-2019,10,Cash,681.975
416-17-9926,01-01-2019,10,Credit card,779.31
237-44-6163,24-01-2019,8,Cash,88.704
636-17-0325,25-02-2019,4,Cash,262.794
343-75-9322,09-01-2019,8,Cash,99.54
528-14-9470,14-02-2019,1,Ewallet,95.865
427-45-9297,12-03-2019,7,Ewallet,299.3655
807-34-3742,26-03-2019,1,Cash,54.999
288-62-1085,09-01-2019,5,Ewallet,202.335
670-71-7306,02-01-2019,6,Credit card,281.169
660-29-7083,15-01-2019,10,Cash,586.635
271-77-8740,01-01-2019,6,Ewallet,184.086
497-36-0989,15-02-2019,3,Cash,163.611
291-59-1384,28-02-2019,1,Cash,63.315
860-73-6466,02-03-2019,2,Credit card,82.887
549-23-9016,13-02-2019,2,Credit card,31.227
896-34-0956,26-01-2019,1,Cash,22.386
804-38-3935,30-01-2019,3,Credit card,295.407
585-90-0249,27-01-2019,1,Ewallet,76.923
862-29-5914,30-01-2019,1,Credit card,23.499
845-94-6841,08-01-2019,9,Cash,688.716
125-45-2293,19-01-2019,6,Cash,624.33
843-73-4724,25-01-2019,1,Cash,77.805
409-33-9708,19-02-2019,2,Ewallet,206.808
658-66-3967,14-01-2019,7,Ewallet,390.9465
866-70-2814,25-02-2019,10,Ewallet,554.295
160-22-2687,23-01-2019,5,Ewallet,503.7375
895-03-6665,16-02-2019,9,Cash,345.0195
770-42-8960,01-01-2019,8,Cash,177.408
748-45-2862,07-03-2019,4,Cash,118.902
234-36-2483,15-02-2019,6,Cash,362.817
316-66-3011,23-01-2019,9,Cash,450.1035
848-95-6252,20-02-2019,1,Ewallet,90.5835
840-76-5966,08-01-2019,2,Ewallet,26.796
152-03-4217,17-03-2019,9,Credit card,106.596
533-66-5566,12-01-2019,7,Cash,375.3645
124-31-1458,08-01-2019,3,Cash,250.7085
176-78-1170,26-01-2019,3,Ewallet,106.5015
361-59-0574,15-03-2019,8,Credit card,760.452
101-81-4070,17-01-2019,2,Ewallet,131.922
631-34-1880,08-01-2019,3,Credit card,76.5765
852-82-2749,06-01-2019,4,Ewallet,271.278
873-14-6353,16-02-2019,7,Credit card,182.427
584-66-4073,13-03-2019,1,Ewallet,59.325
544-55-9589,28-01-2019,10,Cash,225.015
166-19-2553,18-01-2019,6,Cash,561.078
737-88-5876,19-03-2019,4,Credit card,97.818
154-87-7367,15-03-2019,8,Ewallet,548.184
885-56-0389,12-02-2019,1,Cash,54.9675
608-05-3804,25-02-2019,1,Cash,41.7375
448-61-3783,21-03-2019,8,Credit card,756.168
761-49-0439,19-01-2019,8,Ewallet,101.64
490-95-0021,08-01-2019,10,Ewallet,348.705
115-38-7388,30-03-2019,8,Credit card,85.512
311-13-6971,20-02-2019,10,Credit card,335.895
291-55-6563,30-03-2019,6,Ewallet,216.846
548-48-3156,19-03-2019,2,Cash,175.014
460-93-5834,13-01-2019,7,Cash,335.013
325-89-4209,05-02-2019,1,Ewallet,92.295
884-80-6021,23-03-2019,10,Ewallet,771.435
137-74-8729,13-03-2019,8,Ewallet,102.396
880-46-5796,17-03-2019,10,Ewallet,807.66
389-70-2397,21-02-2019,5,Cash,439.215
114-35-5271,07-02-2019,8,Cash,486.444
607-76-6216,02-03-2019,5,Credit card,485.5725
715-20-1673,06-03-2019,5,Cash,148.995
811-35-1094,06-02-2019,6,Credit card,317.835
699-88-1972,28-01-2019,8,Credit card,832.944
781-84-8059,18-01-2019,7,Ewallet,446.439
409-49-6995,05-02-2019,6,Cash,297.801
725-54-0677,02-03-2019,7,Cash,629.16
146-09-5432,09-02-2019,9,Ewallet,331.128
377-79-7592,14-01-2019,9,Credit card,423.738
509-10-0516,09-02-2019,4,Ewallet,193.074
595-94-9924,26-03-2019,5,Credit card,145.5825
865-41-9075,28-01-2019,7,Cash,84.7455
545-07-8534,14-02-2019,2,Ewallet,122.472
118-62-1812,24-03-2019,4,Cash,329.196
450-42-3339,09-02-2019,10,Credit card,888.405
851-98-3555,24-03-2019,5,Credit card,435.12
186-71-5196,27-03-2019,2,Ewallet,167.034
624-01-8356,27-01-2019,10,Credit card,514.605
313-66-9943,27-03-2019,3,Credit card,91.8225
151-27-8496,19-01-2019,4,Ewallet,235.746
453-33-6436,07-02-2019,8,Cash,782.208
522-57-8364,31-01-2019,8,Ewallet,431.256
459-45-2396,25-02-2019,3,Cash,313.74
717-96-4189,02-02-2019,6,Cash,223.587
722-13-2115,14-03-2019,1,Credit card,44.9925
749-81-8133,11-03-2019,4,Cash,397.614
777-67-2495,22-02-2019,3,Ewallet,217.2555
636-98-3364,02-03-2019,3,Ewallet,82.719
246-55-6923,10-03-2019,9,Credit card,338.2155
181-82-6255,08-02-2019,6,Cash,103.131
838-02-1821,22-02-2019,2,Credit card,26.733
887-42-0517,10-01-2019,7,Credit card,611.079
457-12-0244,14-03-2019,6,Ewallet,221.886
226-34-0034,10-01-2019,4,Ewallet,57.876
321-49-7382,15-02-2019,1,Credit card,92.7255
397-25-8725,13-01-2019,9,Credit card,374.409
431-66-2305,15-02-2019,9,Credit card,833.9625
825-94-5922,02-03-2019,2,Ewallet,53.151
641-62-7288,24-03-2019,6,Ewallet,629.496
756-93-1854,02-02-2019,2,Credit card,175.035
243-55-8457,27-02-2019,10,Ewallet,781.62
458-10-8612,20-01-2019,7,Ewallet,470.988
501-61-1753,03-01-2019,6,Ewallet,397.845
235-06-8510,24-01-2019,3,Ewallet,270.018
433-08-7822,05-01-2019,7,Ewallet,579.8415
361-85-2571,30-03-2019,5,Cash,469.77
131-70-8179,17-02-2019,3,Cash,290.0835
500-02-2261,21-03-2019,6,Ewallet,360.927
720-72-2436,02-03-2019,4,Ewallet,279.384
702-83-5291,27-03-2019,9,Cash,943.299
809-69-9497,19-01-2019,10,Ewallet,479.64
449-16-6770,19-02-2019,5,Credit card,266.6475
333-23-2632,28-03-2019,7,Cash,74.088
489-82-1237,05-01-2019,7,Credit card,690.018
859-97-6048,26-03-2019,2,Credit card,176.925
676-10-2200,03-02-2019,1,Ewallet,56.469
373-88-1424,06-02-2019,5,Ewallet,188.0025
365-16-4334,24-02-2019,8,Ewallet,222.012
503-21-4385,21-02-2019,3,Ewallet,125.7165
305-89-2768,09-01-2019,3,Ewallet,68.985
574-80-1489,25-02-2019,4,Ewallet,263.97
784-08-0310,13-01-2019,4,Cash,88.368
200-40-6154,09-02-2019,6,Cash,415.233
846-10-0341,06-01-2019,7,Cash,312.8895
577-34-7579,10-01-2019,9,Cash,477.1305
430-02-3888,07-02-2019,6,Cash,289.926
867-47-1948,09-01-2019,10,Cash,165.9
384-59-6655,19-02-2019,9,Cash,932.337
256-58-3609,18-03-2019,1,Cash,96.579
324-92-3863,05-02-2019,2,Cash,43.869
593-08-5916,19-03-2019,1,Credit card,16.275
364-34-2972,30-03-2019,3,Cash,304.983
794-42-3736,26-01-2019,2,Credit card,69.993
172-42-8274,02-03-2019,2,Credit card,80.367
558-60-5016,04-03-2019,9,Ewallet,314.685
195-06-0432,13-01-2019,3,Credit card,255.1815
605-03-2706,25-03-2019,3,Cash,49.77
214-30-2776,11-03-2019,5,Credit card,181.0725
746-04-1077,01-01-2019,10,Credit card,888.615
448-34-8700,10-02-2019,7,Ewallet,271.2885
452-04-8808,26-01-2019,7,Cash,640.038
531-56-4728,11-02-2019,3,Cash,252.252
744-82-9138,07-02-2019,2,Cash,180.873
883-69-1285,06-03-2019,2,Credit card,104.832
221-25-5073,04-03-2019,4,Cash,313.572
518-71-6847,26-02-2019,6,Ewallet,167.58
156-20-0370,10-03-2019,1,Credit card,26.7225
151-33-7434,04-02-2019,1,Credit card,71.1585
728-47-9078,19-01-2019,4,Cash,250.278
809-46-1866,23-01-2019,4,Cash,244.23
139-32-4183,14-03-2019,9,Ewallet,921.186
148-41-7930,23-01-2019,7,Cash,734.706
189-40-5216,09-01-2019,7,Cash,708.3195
374-38-5555,07-02-2019,5,Ewallet,334.4775
764-44-8999,18-02-2019,2,Ewallet,30.996
552-44-5977,03-01-2019,8,Credit card,520.8
267-62-7380,29-03-2019,10,Ewallet,864.57
430-53-4718,28-01-2019,8,Credit card,633.108
886-18-2897,22-03-2019,5,Credit card,296.94
602-16-6955,24-01-2019,10,Ewallet,804.3
745-74-0715,10-03-2019,2,Ewallet,121.863
690-01-6631,22-02-2019,10,Ewallet,183.645
652-49-6720,18-02-2019,1,Ewallet,63.9975
233-67-5758,29-01-2019,1,Ewallet,42.3675
303-96-2227,02-03-2019,10,Ewallet,1022.49
727-02-1313,09-02-2019,1,Cash,33.432
347-56-2442,22-02-2019,1,Cash,69.111
849-09-3807,18-02-2019,7,Cash,649.299
