Invoice ID,Product line,Unit price,Rating
436-54-4512,Food and beverages,91.61,9.8
670-79-6321,Home and lifestyle,94.59,4.9
852-62-7105,Fashion accessories,83.25,4.4
598-06-7312,Fashion accessories,91.35,6.8
135-13-8269,Food and beverages,78.88,9.1
816-57-2053,Sports and travel,60.87,8.7
628-90-8624,Health and beauty,82.58,5
856-66-2701,Home and lifestyle,53.3,7.5
308-39-1707,Fashion accessories,12.09,8.2
149-61-1929,Sports and travel,64.19,6.7
655-07-2265,Electronic accessories,78.31,5.4
589-02-8023,Food and beverages,83.77,7
420-04-7590,Home and lifestyle,99.7,4.7
182-88-2763,Food and beverages,79.91,5
188-55-0967,Health and beauty,66.47,5
610-46-4100,Health and beauty,28.95,6
318-81-2368,Electronic accessories,46.2,6.3
364-33-8584,Food and beverages,17.63,8.5
665-63-9737,Fashion accessories,52.42,7.5
695-09-5146,Food and beverages,98.79,6.4
155-45-3814,Electronic accessories,88.55,4.7
794-32-2436,Electronic accessories,55.67,6
131-15-8856,Food and beverages,72.52,4
273-84-2164,Electronic accessories,12.05,5.5
706-36-6154,Home and lifestyle,19.36,8.7
778-89-7974,Health and beauty,70.21,7.4
574-31-8277,Fashion accessories,33.63,5.6
859-71-0933,Sports and travel,15.49,6.3
740-11-5257,Electronic accessories,24.74,7.1
369-82-2676,Electronic accessories,75.66,7.8
563-47-4072,Health and beauty,55.81,9.9
742-04-5161,Home and lifestyle,72.78,7.3
149-15-7606,Sports and travel,37.32,5.1
133-77-3154,Fashion accessories,60.18,9.4
169-52-4504,Electronic accessories,15.69,5.8
250-81-7186,Electronic accessories,99.69,8
562-12-5430,Fashion accessories,88.15,7.9
816-72-8853,Sports and travel,27.93,5.9
491-38-3499,Fashion accessories,55.45,4.9
322-02-2271,Sports and travel,42.97,9.3
842-29-4695,Sports and travel,17.14,7.9
725-67-2480,Fashion accessories,58.75,5.9
641-51-2661,Food and beverages,87.1,9.9
714-02-3114,Sports and travel,98.8,7.7
518-17-2983,Fashion accessories,48.63,7.6
779-42-2410,Food and beverages,57.74,7.7
190-14-3147,Health and beauty,17.97,6.4
408-66-6712,Health and beauty,47.71,4.4
679-22-6530,Sports and travel,40.62,4.1
588-47-8641,Fashion accessories,56.04,4.4
642-61-4706,Food and beverages,93.4,5.5
576-31-4774,Health and beauty,73.41,4
556-41-6224,Health and beauty,33.64,9.3
811-03-8790,Electronic accessories,45.48,4.8
242-11-3142,Fashion accessories,83.77,4.6
752-23-3760,Sports and travel,64.08,7.3
274-05-5470,Food and beverages,73.47,6
648-94-3045,Health and beauty,58.95,8.1
130-67-4723,Food and beverages,48.5,9.4
528-87-5606,Electronic accessories,39.48,6.5
320-85-2052,Sports and travel,34.81,7
370-96-0655,Fashion accessories,49.32,7.1
105-10-6182,Fashion accessories,21.48,6.6
510-79-0415,Sports and travel,23.08,4.9
241-96-5076,Home and lifestyle,49.1,6.4
767-97-4650,Sports and travel,64.83,8
648-83-1321,Home and lifestyle,63.56,4.3
173-57-2300,Sports and travel,72.88,6.1
305-03-2383,Food and beverages,67.1,7.5
394-55-6384,Sports and travel,70.19,6.7
266-20-6657,Food and beverages,55.04,5.2
689-05-1884,Health and beauty,48.63,8.8
196-01-2849,Fashion accessories,73.38,9.5
372-62-5264,Food and beverages,52.6,7.6
800-09-8606,Home and lifestyle,87.37,6.6
182-52-7000,Sports and travel,27.04,6.9
826-58-8051,Home and lifestyle,62.19,4.3
868-06-0466,Electronic accessories,69.58,7.8
751-41-9720,Home and lifestyle,97.5,8
626-43-7888,Fashion accessories,60.41,9.6
176-64-7711,Food and beverages,32.32,4.3
191-29-0321,Fashion accessories,19.77,5
729-06-2010,Health and beauty,80.47,9.2
640-48-5028,Home and lifestyle,88.39,6.3
186-79-9562,Health and beauty,71.77,8.9
834-45-5519,Electronic accessories,43,7.6
162-65-8559,Food and beverages,68.98,4.8
760-27-5490,Fashion accessories,15.62,9.1
445-30-9252,Sports and travel,25.7,6.1
786-94-2700,Food and beverages,80.62,9.1
728-88-7867,Home and lifestyle,75.53,8.3
183-21-3799,Electronic accessories,77.63,7.2
268-20-3585,Health and beauty,13.85,6
735-32-9839,Fashion accessories,98.7,8.5
258-92-7466,Health and beauty,35.68,6.6
857-16-3520,Fashion accessories,71.46,4.5
482-17-1179,Electronic accessories,11.94,8.1
788-21-5741,Fashion accessories,45.38,7.2
821-14-9046,Fashion accessories,17.48,6.1
418-05-0656,Fashion accessories,25.56,7.1
678-79-0726,Sports and travel,90.63,5.1
776-68-1096,Home and lifestyle,44.12,7.9
592-46-1692,Food and beverages,36.77,7.4
434-35-9162,Food and beverages,23.34,7.4
149-14-0304,Health and beauty,28.5,6.6
442-44-6497,Home and lifestyle,55.57,5.9
174-64-0215,Sports and travel,69.74,8.9
210-74-9613,Fashion accessories,97.26,6.8
299-29-0180,Home and lifestyle,52.18,9.3
247-11-2470,Fashion accessories,22.32,4.4
635-28-5728,Health and beauty,56,4.8
756-49-0168,Fashion accessories,19.7,9.5
438-23-1242,Electronic accessories,75.88,8.9
238-45-6950,Food and beverages,53.72,6.4
607-65-2441,Health and beauty,81.95,6
386-27-7606,Home and lifestyle,81.2,8.1
137-63-5492,Electronic accessories,58.76,9
197-77-7132,Electronic accessories,91.56,6
805-86-0265,Home and lifestyle,93.96,9.8
733-29-1227,Home and lifestyle,55.61,8.5
451-73-2711,Food and beverages,84.83,8.8
373-14-0504,Sports and travel,71.63,8.8
546-80-2899,Home and lifestyle,37.69,9.5
345-68-9016,Sports and travel,31.67,5.6
390-17-5806,Food and beverages,38.42,8.6
457-13-1708,Fashion accessories,65.23,5.2
664-14-2882,Home and lifestyle,10.53,5.8
487-79-6868,Home and lifestyle,12.29,8
314-23-4520,Health and beauty,81.23,9
210-30-7976,Fashion accessories,22.32,4.1
585-86-8361,Food and beverages,27.28,8.6
807-14-7833,Electronic accessories,17.42,7
775-72-1988,Home and lifestyle,73.28,8.4
288-38-3758,Fashion accessories,84.87,7.4
652-43-6591,Fashion accessories,97.29,6.2
785-96-0615,Electronic accessories,35.74,4.9
406-46-7107,Home and lifestyle,96.52,4.5
250-17-5703,Food and beverages,18.85,5.6
156-95-3964,Food and beverages,55.39,8
842-40-8179,Food and beverages,77.2,5.6
525-09-8450,Electronic accessories,72.13,4.2
410-67-1709,Fashion accessories,63.88,9.9
587-73-4862,Health and beauty,10.69,7.6
787-87-2010,Health and beauty,55.5,6.6
593-14-4239,Home and lifestyle,95.46,4.7
801-88-0346,Fashion accessories,76.06,9.8
388-76-2555,Sports and travel,13.69,6.3
711-31-1234,Electronic accessories,95.64,7.9
886-54-6089,Home and lifestyle,11.43,7.7
707-32-7409,Sports and travel,95.54,4.5
759-98-4285,Health and beauty,85.87,8
201-63-8275,Sports and travel,67.99,5.7
471-06-8611,Food and beverages,52.42,6.3
200-16-5952,Food and beverages,65.65,6
120-54-2248,Food and beverages,28.86,8
102-77-2261,Health and beauty,65.31,4.2
875-31-8302,Sports and travel,93.38,9.6
102-06-2002,Sports and travel,25.25,6.1
457-94-0464,Electronic accessories,87.87,5.6
629-42-4133,Health and beauty,21.8,8.3
534-53-3526,Sports and travel,94.76,7.8
307-04-2070,Fashion accessories,30.62,4.1
468-99-7231,Home and lifestyle,44.01,8.8
516-77-6464,Health and beauty,10.16,4.1
404-91-5964,Electronic accessories,74.58,9
886-77-9084,Electronic accessories,71.89,5.5
790-38-4466,Health and beauty,10.99,9.3
704-10-4056,Health and beauty,60.47,5.6
497-37-6538,Sports and travel,58.91,9.7
651-96-5970,Fashion accessories,46.41,4
400-80-4065,Health and beauty,68.55,9.2
744-16-7898,Home and lifestyle,97.37,4.9
263-12-5321,Electronic accessories,92.6,9.3
702-72-0487,Electronic accessories,46.61,6.6
605-83-1050,Fashion accessories,27.18,4.3
443-60-9639,Home and lifestyle,60.87,5.5
864-24-7918,Sports and travel,24.49,8.1
359-94-5395,Health and beauty,92.78,9.8
401-09-4232,Home and lifestyle,86.69,9.4
751-15-6198,Sports and travel,23.01,7.9
324-41-6833,Electronic accessories,30.2,5.1
474-33-8305,Fashion accessories,67.39,6.9
759-29-9521,Fashion accessories,48.96,8
831-81-6575,Electronic accessories,75.59,8
220-68-6701,Home and lifestyle,77.47,4.2
618-34-8551,Sports and travel,93.18,8.5
257-60-7754,Electronic accessories,50.23,9
559-61-5987,Health and beauty,17.75,8.6
189-55-2313,Fashion accessories,62.18,6
565-91-4567,Health and beauty,10.75,6.2
380-60-5336,Electronic accessories,40.26,5
815-04-6282,Sports and travel,64.97,6.5
674-56-6360,Electronic accessories,95.15,6
778-34-2523,Electronic accessories,48.62,5
499-27-7781,Food and beverages,53.21,5
477-59-2456,Fashion accessories,45.44,9.2
832-51-6761,Food and beverages,33.88,9.6
869-11-3082,Health and beauty,96.16,8.4
190-59-3964,Food and beverages,47.16,6
366-43-6862,Electronic accessories,52.89,6.7
186-43-8965,Home and lifestyle,47.68,4.1
784-21-9238,Sports and travel,10.17,5.9
276-75-6884,Health and beauty,68.71,8.7
109-86-4363,Sports and travel,60.08,4.5
569-76-2760,Sports and travel,22.01,6.6
222-42-0244,Health and beauty,72.11,7.7
760-53-9233,Fashion accessories,41.28,8.5
538-22-0304,Electronic accessories,64.95,5.2
416-17-9926,Electronic accessories,74.22,4.3
237-44-6163,Electronic accessories,10.56,7.6
636-17-0325,Health and beauty,62.57,9.5
343-75-9322,Sports and travel,11.85,4.1
528-14-9470,Health and beauty,91.3,9.2
427-45-9297,Home and lifestyle,40.73,5.4
807-34-3742,Fashion accessories,52.38,5.8
288-62-1085,Fashion accessories,38.54,5.6
670-71-7306,Sports and travel,44.63,5.1
660-29-7083,Electronic accessories,55.87,5.8
271-77-8740,Sports and travel,29.22,5
497-36-0989,Fashion accessories,51.94,7.9
291-59-1384,Electronic accessories,60.3,6
860-73-6466,Sports and travel,39.47,5
549-23-9016,Food and beverages,14.87,8.9
896-34-0956,Fashion accessories,21.32,5.9
804-38-3935,Electronic accessories,93.78,5.9
585-90-0249,Electronic accessories,73.26,9.7
862-29-5914,Sports and travel,22.38,8.6
845-94-6841,Food and beverages,72.88,4
125-45-2293,Fashion accessories,99.1,4.2
843-73-4724,Fashion accessories,74.1,9.2
409-33-9708,Fashion accessories,98.48,9.2
658-66-3967,Health and beauty,53.19,5
866-70-2814,Electronic accessories,52.79,10
160-22-2687,Health and beauty,95.95,8.8
895-03-6665,Fashion accessories,36.51,4.2
770-42-8960,Food and beverages,21.12,6.3
748-45-2862,Home and lifestyle,28.31,8.2
234-36-2483,Health and beauty,57.59,5.1
316-66-3011,Food and beverages,47.63,5
848-95-6252,Home and lifestyle,86.27,7
840-76-5966,Sports and travel,12.76,7.8
152-03-4217,Home and lifestyle,11.28,4.3
533-66-5566,Home and lifestyle,51.07,7
124-31-1458,Electronic accessories,79.59,6.6
176-78-1170,Health and beauty,33.81,7.3
361-59-0574,Sports and travel,90.53,6.5
101-81-4070,Health and beauty,62.82,4.9
631-34-1880,Food and beverages,24.31,4.3
852-82-2749,Sports and travel,64.59,9.3
873-14-6353,Food and beverages,24.82,7.1
584-66-4073,Fashion accessories,56.5,9.6
544-55-9589,Electronic accessories,21.43,6.2
166-19-2553,Sports and travel,89.06,9.9
737-88-5876,Home and lifestyle,23.29,5.9
154-87-7367,Home and lifestyle,65.26,6.3
885-56-0389,Fashion accessories,52.35,4
608-05-3804,Electronic accessories,39.75,6.1
448-61-3783,Electronic accessories,90.02,4.5
761-49-0439,Electronic accessories,12.1,8.6
490-95-0021,Food and beverages,33.21,6
115-38-7388,Fashion accessories,10.18,9.5
311-13-6971,Sports and travel,31.99,9.9
291-55-6563,Home and lifestyle,34.42,7.5
548-48-3156,Food and beverages,83.34,7.6
460-93-5834,Sports and travel,45.58,5
325-89-4209,Food and beverages,87.9,6.7
884-80-6021,Electronic accessories,73.47,9.5
137-74-8729,Fashion accessories,12.19,6.8
880-46-5796,Sports and travel,76.92,5.6
389-70-2397,Health and beauty,83.66,7.2
114-35-5271,Electronic accessories,57.91,8.1
607-76-6216,Fashion accessories,92.49,8.6
715-20-1673,Electronic accessories,28.38,9.4
811-35-1094,Electronic accessories,50.45,8.9
699-88-1972,Health and beauty,99.16,4.2
781-84-8059,Fashion accessories,60.74,5
409-49-6995,Food and beverages,47.27,8.8
725-54-0677,Health and beauty,85.6,5.3
146-09-5432,Food and beverages,35.04,4.6
377-79-7592,Electronic accessories,44.84,7.5
509-10-0516,Home and lifestyle,45.97,5.1
595-94-9924,Health and beauty,27.73,4.2
865-41-9075,Food and beverages,11.53,8.1
545-07-8534,Health and beauty,58.32,6
118-62-1812,Home and lifestyle,78.38,7.9
450-42-3339,Health and beauty,84.61,8.8
851-98-3555,Health and beauty,82.88,6.6
186-71-5196,Food and beverages,79.54,6.2
624-01-8356,Home and lifestyle,49.01,4.2
313-66-9943,Food and beverages,29.15,7.3
151-27-8496,Electronic accessories,56.13,8.6
453-33-6436,Home and lifestyle,93.12,6.8
522-57-8364,Fashion accessories,51.34,7.6
459-45-2396,Food and beverages,99.6,5.8
717-96-4189,Electronic accessories,35.49,4.1
722-13-2115,Sports and travel,42.85,9.3
749-81-8133,Fashion accessories,94.67,6.8
777-67-2495,Home and lifestyle,68.97,8.7
636-98-3364,Electronic accessories,26.26,6.3
246-55-6923,Home and lifestyle,35.79,5.1
181-82-6255,Home and lifestyle,16.37,7
838-02-1821,Home and lifestyle,12.73,5.2
887-42-0517,Sports and travel,83.14,6.6
457-12-0244,Sports and travel,35.22,6.5
226-34-0034,Electronic accessories,13.78,9
321-49-7382,Sports and travel,88.31,5.2
397-25-8725,Health and beauty,39.62,6.8
431-66-2305,Electronic accessories,88.25,7.6
825-94-5922,Sports and travel,25.31,7.2
641-62-7288,Home and lifestyle,99.92,7.1
756-93-1854,Fashion accessories,83.35,9.5
243-55-8457,Food and beverages,74.44,5.1
458-10-8612,Health and beauty,64.08,7.6
501-61-1753,Home and lifestyle,63.15,9.8
235-06-8510,Home and lifestyle,85.72,5.1
433-08-7822,Health and beauty,78.89,7.5
361-85-2571,Sports and travel,89.48,7.4
131-70-8179,Health and beauty,92.09,4.2
500-02-2261,Food and beverages,57.29,5.9
720-72-2436,Food and beverages,66.52,6.9
702-83-5291,Fashion accessories,99.82,6.6
809-69-9497,Home and lifestyle,45.68,5.7
449-16-6770,Health and beauty,50.79,5.3
333-23-2632,Health and beauty,10.08,4.2
489-82-1237,Electronic accessories,93.88,7.3
859-97-6048,Electronic accessories,84.25,5.3
676-10-2200,Fashion accessories,53.78,4.7
373-88-1424,Home and lifestyle,35.81,7.9
365-16-4334,Food and beverages,26.43,8.9
503-21-4385,Health and beauty,39.91,9.3
305-89-2768,Home and lifestyle,21.9,4.7
574-80-1489,Food and beverages,62.85,8.7
784-08-0310,Food and beverages,21.04,7.6
200-40-6154,Home and lifestyle,65.91,5.7
846-10-0341,Fashion accessories,42.57,6.8
577-34-7579,Food and beverages,50.49,5.4
430-02-3888,Electronic accessories,46.02,7.1
867-47-1948,Home and lifestyle,15.8,7.8
384-59-6655,Food and beverages,98.66,8.4
256-58-3609,Fashion accessories,91.98,9.8
324-92-3863,Electronic accessories,20.89,9.8
593-08-5916,Fashion accessories,15.5,7.4
364-34-2972,Electronic accessories,96.82,6.7
794-42-3736,Food and beverages,33.33,6.4
172-42-8274,Electronic accessories,38.27,5.8
558-60-5016,Home and lifestyle,33.3,7.2
195-06-0432,Home and lifestyle,81.01,9.3
605-03-2706,Health and beauty,15.8,9.5
214-30-2776,Electronic accessories,34.49,9
746-04-1077,Food and beverages,84.63,9
448-34-8700,Home and lifestyle,36.91,6.7
452-04-8808,Electronic accessories,87.08,5.5
531-56-4728,Home and lifestyle,80.08,5.4
744-82-9138,Fashion accessories,86.13,8.2
883-69-1285,Fashion accessories,49.92,7
221-25-5073,Food and beverages,74.66,8.5
518-71-6847,Food and beverages,26.6,4.9
156-20-0370,Electronic accessories,25.45,5.1
151-33-7434,Food and beverages,67.77,6.5
728-47-9078,Food and beverages,59.59,9.8
809-46-1866,Health and beauty,58.15,8.4
139-32-4183,Sports and travel,97.48,7.4
148-41-7930,Health and beauty,99.96,6.1
189-40-5216,Electronic accessories,96.37,6
374-38-5555,Fashion accessories,63.71,8.5
764-44-8999,Health and beauty,14.76,4.3
552-44-5977,Health and beauty,62,6.2
267-62-7380,Electronic accessories,82.34,4.3
430-53-4718,Health and beauty,75.37,8.4
886-18-2897,Food and beverages,56.56,4.5
602-16-6955,Sports and travel,76.6,6
745-74-0715,Electronic accessories,58.03,8.8
690-01-6631,Fashion accessories,17.49,6.6
652-49-6720,Electronic accessories,60.95,5.9
233-67-5758,Health and beauty,40.35,6.2
303-96-2227,Home and lifestyle,97.38,4.4
727-02-1313,Food and beverages,31.84,7.7
347-56-2442,Home and lifestyle,65.82,4.1
849-09-3807,Fashion accessories,88.34,6.6
